ecoregion;metierl4;species;model;bpue;lwr;upr;replicates;base_model_heterogeneity;alternative_models_flag
"greater north sea";"ssc";"puffinus mauretanicus";"none";NA;NA;NA;47;NA;FALSE
"greater north sea";"ptb";"puffinus mauretanicus";"none";NA;NA;NA;28;NA;FALSE
"greater north sea";"ltl";"puffinus mauretanicus";"none";NA;NA;NA;11;NA;FALSE
"greater north sea";"fyk";"puffinus mauretanicus";"none";NA;NA;NA;10;NA;FALSE
"greater north sea";"mis";"puffinus mauretanicus";"none";NA;NA;NA;6;NA;FALSE
"greater north sea";"spr";"puffinus mauretanicus";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"gtn";"puffinus mauretanicus";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"otb";"pusa hispida";"none";NA;NA;NA;695;NA;FALSE
"greater north sea";"gnd";"pusa hispida";"none";NA;NA;NA;31;NA;FALSE
"greater north sea";"gns";"pusa hispida";"none";NA;NA;NA;506;NA;FALSE
"greater north sea";"ott";"pusa hispida";"none";NA;NA;NA;217;NA;FALSE
"greater north sea";"tbb";"pusa hispida";"none";NA;NA;NA;251;NA;FALSE
"greater north sea";"otm";"pusa hispida";"none";NA;NA;NA;204;NA;FALSE
"greater north sea";"lhm";"pusa hispida";"none";NA;NA;NA;16;NA;FALSE
"greater north sea";"gtr";"pusa hispida";"none";NA;NA;NA;253;NA;FALSE
"greater north sea";"ptm";"pusa hispida";"none";NA;NA;NA;26;NA;FALSE
"greater north sea";"sdn";"pusa hispida";"none";NA;NA;NA;52;NA;FALSE
"greater north sea";"fpo";"pusa hispida";"none";NA;NA;NA;68;NA;FALSE
"greater north sea";"lhp";"pusa hispida";"none";NA;NA;NA;43;NA;FALSE
"greater north sea";"lls";"pusa hispida";"none";NA;NA;NA;28;NA;FALSE
"greater north sea";"ps";"pusa hispida";"none";NA;NA;NA;33;NA;FALSE
"greater north sea";"drb";"pusa hispida";"none";NA;NA;NA;3;NA;FALSE
"greater north sea";"ssc";"pusa hispida";"none";NA;NA;NA;47;NA;FALSE
"greater north sea";"ptb";"pusa hispida";"none";NA;NA;NA;28;NA;FALSE
"greater north sea";"ltl";"pusa hispida";"none";NA;NA;NA;11;NA;FALSE
"greater north sea";"fyk";"pusa hispida";"none";NA;NA;NA;10;NA;FALSE
"greater north sea";"mis";"pusa hispida";"none";NA;NA;NA;6;NA;FALSE
"greater north sea";"spr";"pusa hispida";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"gtn";"pusa hispida";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"otb";"rostroraja alba";"none";NA;NA;NA;897;NA;FALSE
"greater north sea";"gnd";"rostroraja alba";"none";NA;NA;NA;59;NA;FALSE
"greater north sea";"gns";"rostroraja alba";"none";NA;NA;NA;397;NA;FALSE
"greater north sea";"ott";"rostroraja alba";"none";NA;NA;NA;333;NA;FALSE
"greater north sea";"tbb";"rostroraja alba";"none";NA;NA;NA;307;NA;FALSE
"greater north sea";"otm";"rostroraja alba";"none";NA;NA;NA;214;NA;FALSE
"greater north sea";"lhm";"rostroraja alba";"none";NA;NA;NA;44;NA;FALSE
"greater north sea";"gtr";"rostroraja alba";"none";NA;NA;NA;220;NA;FALSE
"greater north sea";"ptm";"rostroraja alba";"none";NA;NA;NA;26;NA;FALSE
"greater north sea";"sdn";"rostroraja alba";"none";NA;NA;NA;52;NA;FALSE
"greater north sea";"fpo";"rostroraja alba";"none";NA;NA;NA;80;NA;FALSE
"greater north sea";"lhp";"rostroraja alba";"none";NA;NA;NA;43;NA;FALSE
"greater north sea";"lls";"rostroraja alba";"none";NA;NA;NA;34;NA;FALSE
"greater north sea";"ps";"rostroraja alba";"none";NA;NA;NA;33;NA;FALSE
"greater north sea";"drb";"rostroraja alba";"none";NA;NA;NA;34;NA;FALSE
"greater north sea";"ssc";"rostroraja alba";"none";NA;NA;NA;47;NA;FALSE
"greater north sea";"ptb";"rostroraja alba";"none";NA;NA;NA;29;NA;FALSE
"greater north sea";"ltl";"rostroraja alba";"none";NA;NA;NA;11;NA;FALSE
"greater north sea";"fyk";"rostroraja alba";"none";NA;NA;NA;10;NA;FALSE
"greater north sea";"mis";"rostroraja alba";"none";NA;NA;NA;6;NA;FALSE
"greater north sea";"spr";"rostroraja alba";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"gtn";"rostroraja alba";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"otb";"stercorarius longicaudus";"none";NA;NA;NA;695;NA;FALSE
"greater north sea";"gnd";"stercorarius longicaudus";"none";NA;NA;NA;31;NA;FALSE
"greater north sea";"gns";"stercorarius longicaudus";"none";NA;NA;NA;439;NA;FALSE
"greater north sea";"ott";"stercorarius longicaudus";"none";NA;NA;NA;217;NA;FALSE
"greater north sea";"tbb";"stercorarius longicaudus";"none";NA;NA;NA;251;NA;FALSE
"greater north sea";"otm";"stercorarius longicaudus";"none";NA;NA;NA;204;NA;FALSE
"greater north sea";"lhm";"stercorarius longicaudus";"none";NA;NA;NA;16;NA;FALSE
"greater north sea";"gtr";"stercorarius longicaudus";"none";NA;NA;NA;207;NA;FALSE
"greater north sea";"ptm";"stercorarius longicaudus";"none";NA;NA;NA;26;NA;FALSE
"greater north sea";"sdn";"stercorarius longicaudus";"none";NA;NA;NA;52;NA;FALSE
"greater north sea";"fpo";"stercorarius longicaudus";"none";NA;NA;NA;68;NA;FALSE
"greater north sea";"lhp";"stercorarius longicaudus";"none";NA;NA;NA;43;NA;FALSE
"greater north sea";"lls";"stercorarius longicaudus";"none";NA;NA;NA;28;NA;FALSE
"greater north sea";"ps";"stercorarius longicaudus";"none";NA;NA;NA;33;NA;FALSE
"greater north sea";"drb";"stercorarius longicaudus";"none";NA;NA;NA;3;NA;FALSE
"greater north sea";"ssc";"stercorarius longicaudus";"none";NA;NA;NA;47;NA;FALSE
"greater north sea";"ptb";"stercorarius longicaudus";"none";NA;NA;NA;28;NA;FALSE
"greater north sea";"ltl";"stercorarius longicaudus";"none";NA;NA;NA;11;NA;FALSE
"greater north sea";"fyk";"stercorarius longicaudus";"none";NA;NA;NA;10;NA;FALSE
"greater north sea";"mis";"stercorarius longicaudus";"none";NA;NA;NA;6;NA;FALSE
"greater north sea";"spr";"stercorarius longicaudus";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"gtn";"stercorarius longicaudus";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"otb";"stercorarius pomarinus";"none";NA;NA;NA;695;NA;FALSE
"greater north sea";"gnd";"stercorarius pomarinus";"none";NA;NA;NA;31;NA;FALSE
"greater north sea";"gns";"stercorarius pomarinus";"none";NA;NA;NA;439;NA;FALSE
"greater north sea";"ott";"stercorarius pomarinus";"none";NA;NA;NA;217;NA;FALSE
"greater north sea";"tbb";"stercorarius pomarinus";"none";NA;NA;NA;251;NA;FALSE
"greater north sea";"otm";"stercorarius pomarinus";"none";NA;NA;NA;204;NA;FALSE
"greater north sea";"lhm";"stercorarius pomarinus";"none";NA;NA;NA;16;NA;FALSE
"greater north sea";"gtr";"stercorarius pomarinus";"none";NA;NA;NA;207;NA;FALSE
"greater north sea";"ptm";"stercorarius pomarinus";"none";NA;NA;NA;26;NA;FALSE
"greater north sea";"sdn";"stercorarius pomarinus";"none";NA;NA;NA;52;NA;FALSE
"greater north sea";"fpo";"stercorarius pomarinus";"none";NA;NA;NA;68;NA;FALSE
"greater north sea";"lhp";"stercorarius pomarinus";"none";NA;NA;NA;43;NA;FALSE
"greater north sea";"lls";"stercorarius pomarinus";"none";NA;NA;NA;28;NA;FALSE
"greater north sea";"ps";"stercorarius pomarinus";"none";NA;NA;NA;33;NA;FALSE
"greater north sea";"drb";"stercorarius pomarinus";"none";NA;NA;NA;3;NA;FALSE
"greater north sea";"ssc";"stercorarius pomarinus";"none";NA;NA;NA;47;NA;FALSE
"greater north sea";"ptb";"stercorarius pomarinus";"none";NA;NA;NA;28;NA;FALSE
"greater north sea";"ltl";"stercorarius pomarinus";"none";NA;NA;NA;11;NA;FALSE
"greater north sea";"fyk";"stercorarius pomarinus";"none";NA;NA;NA;10;NA;FALSE
"greater north sea";"mis";"stercorarius pomarinus";"none";NA;NA;NA;6;NA;FALSE
"greater north sea";"spr";"stercorarius pomarinus";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"gtn";"stercorarius pomarinus";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"otb";"xema sabini";"none";NA;NA;NA;695;NA;FALSE
"greater north sea";"gnd";"xema sabini";"none";NA;NA;NA;31;NA;FALSE
"greater north sea";"gns";"xema sabini";"none";NA;NA;NA;439;NA;FALSE
"greater north sea";"ott";"xema sabini";"none";NA;NA;NA;217;NA;FALSE
"greater north sea";"tbb";"xema sabini";"none";NA;NA;NA;251;NA;FALSE
"greater north sea";"otm";"xema sabini";"none";NA;NA;NA;204;NA;FALSE
"greater north sea";"lhm";"xema sabini";"none";NA;NA;NA;16;NA;FALSE
"greater north sea";"gtr";"xema sabini";"none";NA;NA;NA;207;NA;FALSE
"greater north sea";"ptm";"xema sabini";"none";NA;NA;NA;26;NA;FALSE
"greater north sea";"sdn";"xema sabini";"none";NA;NA;NA;52;NA;FALSE
"greater north sea";"fpo";"xema sabini";"none";NA;NA;NA;68;NA;FALSE
"greater north sea";"lhp";"xema sabini";"none";NA;NA;NA;43;NA;FALSE
"greater north sea";"lls";"xema sabini";"none";NA;NA;NA;28;NA;FALSE
"greater north sea";"ps";"xema sabini";"none";NA;NA;NA;33;NA;FALSE
"greater north sea";"drb";"xema sabini";"none";NA;NA;NA;3;NA;FALSE
"greater north sea";"ssc";"xema sabini";"none";NA;NA;NA;47;NA;FALSE
"greater north sea";"ptb";"xema sabini";"none";NA;NA;NA;28;NA;FALSE
"greater north sea";"ltl";"xema sabini";"none";NA;NA;NA;11;NA;FALSE
"greater north sea";"fyk";"xema sabini";"none";NA;NA;NA;10;NA;FALSE
"greater north sea";"mis";"xema sabini";"none";NA;NA;NA;6;NA;FALSE
"greater north sea";"spr";"xema sabini";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"gtn";"xema sabini";"none";NA;NA;NA;1;NA;FALSE
"greenland sea";"otb";"ardenna grisea";"none";NA;NA;NA;21;NA;FALSE
"greenland sea";"otm";"ardenna grisea";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"ardenna grisea";"none";NA;NA;NA;1;NA;FALSE
"greenland sea";"otb";"centroscymnus coelolepis";"n_ind ~ 1";0.0417438833965516;0.0182994429014183;0.0952243087624177;21;FALSE;FALSE
"greenland sea";"otm";"centroscymnus coelolepis";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"centroscymnus coelolepis";"none";NA;NA;NA;1;NA;FALSE
"greenland sea";"otb";"coryphaenoides rupestris";"n_ind ~ 1";0.112462615552807;0.0014015394981078;9.02424791741802;21;FALSE;FALSE
"greenland sea";"otm";"coryphaenoides rupestris";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"coryphaenoides rupestris";"none";NA;NA;NA;1;NA;FALSE
"greenland sea";"otb";"delphinapterus leucas";"none";NA;NA;NA;21;NA;FALSE
"greenland sea";"otm";"delphinapterus leucas";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"delphinapterus leucas";"none";NA;NA;NA;1;NA;FALSE
"greenland sea";"otb";"dipturus batis";"n_ind ~ 1";0.0110999032955022;9.61940325123344e-05;1.28082636678843;21;FALSE;FALSE
"greenland sea";"otm";"dipturus batis";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"dipturus batis";"none";NA;NA;NA;1;NA;FALSE
"greenland sea";"otb";"dipturus nidarosiensis";"none";NA;NA;NA;21;NA;FALSE
"greenland sea";"otm";"dipturus nidarosiensis";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"dipturus nidarosiensis";"none";NA;NA;NA;1;NA;FALSE
"greenland sea";"otb";"hippoglossoides platessoides";"n_ind ~ 1";12.5802215885141;0.209074905398998;756.963036353358;21;TRUE;FALSE
"greenland sea";"otm";"hippoglossoides platessoides";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"hippoglossoides platessoides";"none";NA;NA;NA;1;NA;FALSE
"greenland sea";"otb";"hoplostethus atlanticus";"none";NA;NA;NA;21;NA;FALSE
"greenland sea";"otm";"hoplostethus atlanticus";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"hoplostethus atlanticus";"none";NA;NA;NA;1;NA;FALSE
"greenland sea";"otb";"hydrolagus affinis";"n_ind ~ 1";0.0101152641777527;0.000267845987812991;0.382005234505009;21;FALSE;TRUE
"greenland sea";"otm";"hydrolagus affinis";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"hydrolagus affinis";"none";NA;NA;NA;1;NA;FALSE
"greenland sea";"otb";"hydrolagus pallidus";"none";NA;NA;NA;21;NA;FALSE
"greenland sea";"otm";"hydrolagus pallidus";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"hydrolagus pallidus";"none";NA;NA;NA;1;NA;FALSE
"greenland sea";"otb";"lamna nasus";"none";NA;NA;NA;21;NA;FALSE
"greenland sea";"otm";"lamna nasus";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"lamna nasus";"none";NA;NA;NA;1;NA;FALSE
"greenland sea";"otb";"macrourus berglax";"n_ind ~ 1";18.6826629393611;0.678044740134586;514.777084527629;21;TRUE;TRUE
"greenland sea";"otm";"macrourus berglax";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"macrourus berglax";"none";NA;NA;NA;1;NA;FALSE
"greenland sea";"otb";"squalus acanthias";"none";NA;NA;NA;21;NA;FALSE
"greenland sea";"otm";"squalus acanthias";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"squalus acanthias";"none";NA;NA;NA;1;NA;FALSE
"icelandic waters";"gns";"alepocephalus bairdii";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"alepocephalus bairdii";"n_ind ~ 1";0.180247080854777;0.00549005161832273;5.91779684698013;47;TRUE;TRUE
"icelandic waters";"lls";"alepocephalus bairdii";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"alepocephalus bairdii";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"alepocephalus bairdii";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"alepocephalus bairdii";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"alepocephalus bairdii";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"alepocephalus bairdii";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"alepocephalus bairdii";"none";NA;NA;NA;2;NA;FALSE
"icelandic waters";"gns";"ammodytes tobianus";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"ammodytes tobianus";"none";NA;NA;NA;47;NA;FALSE
"icelandic waters";"lls";"ammodytes tobianus";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"ammodytes tobianus";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"ammodytes tobianus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"ammodytes tobianus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"ammodytes tobianus";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"ammodytes tobianus";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"ammodytes tobianus";"none";NA;NA;NA;2;NA;FALSE
"icelandic waters";"gns";"ardenna grisea";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"ardenna grisea";"none";NA;NA;NA;47;NA;FALSE
"icelandic waters";"lls";"ardenna grisea";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"ardenna grisea";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"ardenna grisea";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"ardenna grisea";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"ardenna grisea";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"ardenna grisea";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"ardenna grisea";"none";NA;NA;NA;2;NA;FALSE
"icelandic waters";"gns";"beryx decadactylus";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"beryx decadactylus";"none";NA;NA;NA;47;NA;FALSE
"icelandic waters";"lls";"beryx decadactylus";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"beryx decadactylus";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"beryx decadactylus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"beryx decadactylus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"beryx decadactylus";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"beryx decadactylus";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"beryx decadactylus";"none";NA;NA;NA;2;NA;FALSE
"icelandic waters";"gns";"centrophorus squamosus";"n_ind ~ 1";3.35461496157355e-06;4.69146909649636e-10;0.0239870311600631;45;FALSE;TRUE
"icelandic waters";"otb";"centrophorus squamosus";"n_ind ~ 1";9.1921684442422e-07;1.08451539568154e-10;0.00779112597606076;47;FALSE;FALSE
"icelandic waters";"lls";"centrophorus squamosus";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"centrophorus squamosus";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"centrophorus squamosus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"centrophorus squamosus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"centrophorus squamosus";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"centrophorus squamosus";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"centrophorus squamosus";"none";NA;NA;NA;2;NA;FALSE
"icelandic waters";"gns";"centroscymnus coelolepis";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"centroscymnus coelolepis";"none";NA;NA;NA;47;NA;FALSE
"icelandic waters";"lls";"centroscymnus coelolepis";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"centroscymnus coelolepis";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"centroscymnus coelolepis";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"centroscymnus coelolepis";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"centroscymnus coelolepis";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"centroscymnus coelolepis";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"centroscymnus coelolepis";"none";NA;NA;NA;2;NA;FALSE
"icelandic waters";"gns";"chroicocephalus ridibundus";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"chroicocephalus ridibundus";"none";NA;NA;NA;47;NA;FALSE
"icelandic waters";"lls";"chroicocephalus ridibundus";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"chroicocephalus ridibundus";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"chroicocephalus ridibundus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"chroicocephalus ridibundus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"chroicocephalus ridibundus";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"chroicocephalus ridibundus";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"chroicocephalus ridibundus";"none";NA;NA;NA;2;NA;FALSE
"icelandic waters";"gns";"coryphaenoides rupestris";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"coryphaenoides rupestris";"n_ind ~ 1 + (1 | year) + (1 | quarter)";4.97097500244187e-09;3.88312477398114e-13;6.36358446179097e-05;47;TRUE;TRUE
"icelandic waters";"lls";"coryphaenoides rupestris";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"coryphaenoides rupestris";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"coryphaenoides rupestris";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"coryphaenoides rupestris";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"coryphaenoides rupestris";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"coryphaenoides rupestris";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"coryphaenoides rupestris";"none";NA;NA;NA;2;NA;FALSE
"icelandic waters";"gns";"delphinapterus leucas";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"delphinapterus leucas";"none";NA;NA;NA;47;NA;FALSE
"icelandic waters";"lls";"delphinapterus leucas";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"delphinapterus leucas";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"delphinapterus leucas";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"delphinapterus leucas";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"delphinapterus leucas";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"delphinapterus leucas";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"delphinapterus leucas";"none";NA;NA;NA;2;NA;FALSE
"icelandic waters";"gns";"galeorhinus galeus";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"galeorhinus galeus";"none";NA;NA;NA;47;NA;FALSE
"icelandic waters";"lls";"galeorhinus galeus";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"galeorhinus galeus";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"galeorhinus galeus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"galeorhinus galeus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"galeorhinus galeus";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"galeorhinus galeus";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"galeorhinus galeus";"none";NA;NA;NA;2;NA;FALSE
"icelandic waters";"gns";"grampus griseus";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"grampus griseus";"none";NA;NA;NA;47;NA;FALSE
"icelandic waters";"lls";"grampus griseus";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"grampus griseus";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"grampus griseus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"grampus griseus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"grampus griseus";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"grampus griseus";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"grampus griseus";"none";NA;NA;NA;2;NA;FALSE
"icelandic waters";"gns";"gulosus aristotelis";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"gulosus aristotelis";"none";NA;NA;NA;47;NA;FALSE
"icelandic waters";"lls";"gulosus aristotelis";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"gulosus aristotelis";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"gulosus aristotelis";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"gulosus aristotelis";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"gulosus aristotelis";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"gulosus aristotelis";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"gulosus aristotelis";"none";NA;NA;NA;2;NA;FALSE
"icelandic waters";"gns";"harriotta raleighana";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"harriotta raleighana";"n_ind ~ 1";0.00170599325632803;9.43117437793829e-05;0.0308594971740196;47;FALSE;FALSE
"icelandic waters";"lls";"harriotta raleighana";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"harriotta raleighana";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"harriotta raleighana";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"harriotta raleighana";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"harriotta raleighana";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"harriotta raleighana";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"harriotta raleighana";"none";NA;NA;NA;2;NA;FALSE
"icelandic waters";"gns";"hippoglossus hippoglossus";"n_ind ~ 1";1.94038853638738e-06;2.23473043522676e-10;0.0168481514047196;45;FALSE;TRUE
"icelandic waters";"otb";"hippoglossus hippoglossus";"n_ind ~ 1 + (1 | year)";3.80568736556365e-06;4.10250706667981e-09;0.00353034280965474;47;TRUE;FALSE
"icelandic waters";"lls";"hippoglossus hippoglossus";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"hippoglossus hippoglossus";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"hippoglossus hippoglossus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"hippoglossus hippoglossus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"hippoglossus hippoglossus";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"hippoglossus hippoglossus";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"hippoglossus hippoglossus";"none";NA;NA;NA;2;NA;FALSE
"icelandic waters";"gns";"hoplostethus atlanticus";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"hoplostethus atlanticus";"n_ind ~ 1";0.00435349100701661;0.000135598366078948;0.139772214785684;47;FALSE;FALSE
"icelandic waters";"lls";"hoplostethus atlanticus";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"hoplostethus atlanticus";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"hoplostethus atlanticus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"hoplostethus atlanticus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"hoplostethus atlanticus";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"hoplostethus atlanticus";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"hoplostethus atlanticus";"none";NA;NA;NA;2;NA;FALSE
"icelandic waters";"gns";"hydrolagus affinis";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"hydrolagus affinis";"n_ind ~ 1";0.00219828788470483;0.000103144990157749;0.0468512296782355;47;FALSE;FALSE
"icelandic waters";"lls";"hydrolagus affinis";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"hydrolagus affinis";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"hydrolagus affinis";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"hydrolagus affinis";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"hydrolagus affinis";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"hydrolagus affinis";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"hydrolagus affinis";"none";NA;NA;NA;2;NA;FALSE
"icelandic waters";"gns";"hydrolagus pallidus";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"hydrolagus pallidus";"n_ind ~ 1";0.000402819755651802;5.67432301991827e-05;0.00285961435353243;47;FALSE;FALSE
